id_venda,id_cliente,data_venda,categoria,valor_venda,quantidade,desconto,devolvido,pago,forma_pagamento,cidade_entrega,obs
5961,1496.0,2024-11-03 00:00:00,Informática,857.08,1.0,0.0,True,True,Cartão ,POA,Entrega atrasada
2133,236.0,2023-02-25 00:00:00,Informática,1233.9,1.0,0.0,False,True,boleto,rio ,
2846,344.0,2024-05-21 00:00:00,Brinquedos,132.36,2.0,0.0,False,True,pix,salvador,
4794,120.0,2023-09-17 00:00:00,Informática,946.24,1.0,0.0,False,True,,SJC,
5369,679.0,2022-10-27 00:00:00,Alimentos,73.13,3.0,0.0,False,True,boleto,Brasília,
5716,544.0,2022-05-06 00:00:00,Móveis,1435.47,1.0,0.0,False,True,cartao,rio de janeiro,ok
5237,678.0,2024-09-28 00:00:00,Informática,454.8,1.0,0.0,False,False,boleto,,
2088,251.0,2025-06-26 00:00:00,Alimentos,22.6,1.0,0.0,False,True,Cartão ,BRASÍLIA,Entrega atrasada
842,513.0,2025-09-03 00:00:00,Escritório,222.98,1.0,0.0,False,True,boleto,Manuas,Entrega atrasada
1705,332.0,2022-01-30 00:00:00,Escritório,149.59,1.0,0.0,False,True,dinheiro,sp,
2915,642.0,2025-05-23 00:00:00,Eletrônicos,1073.78,2.0,0.0,False,True,cartao,SJC,ok
5014,814.0,2024-03-05 00:00:00,Informática,1189.39,1.0,0.05,False,True,,Niteroi,
3221,1208.0,2025-04-20 00:00:00,Informática,2991.28,2.0,0.0,False,True,boleto,Zona Sul,cliente reclamou
5588,901.0,2025-05-06 00:00:00,,982.39,1.0,0.0,False,True,dinheiro,sp,telefone inválido
3409,539.0,2024-01-21 00:00:00,Escritório,245.09,2.0,0.3,False,True,boleto,rio,Entrega atrasada
991,,2022-03-07 00:00:00,Eletrônicos,424.99,1.0,0.0,False,True,dinheiro,POA,Entrega atrasada
6482,504.0,2023-01-06 00:00:00,Móveis,3806.7,3.0,0.0,False,True,,sp,
586,1303.0,2022-08-31 00:00:00,Brinquedos,-193.26,3.0,0.0,False,True,Cartão ,Rio,telefone inválido
2273,261.0,2029-12-25 00:00:00,Eletrônicos,466.87,1.0,0.0,False,True,Cartão , RJ ,
4,947.0,2022-10-09 00:00:00,Informática,1015.53,1.0,0.0,False,True,boleto,Interior,ok
1102,412.0,2023-02-08 00:00:00,Informática,655.97,1.0,0.0,False,True,dinheiro,sp,cliente reclamou
3461,1064.0,2022-04-14 00:00:00,Acessórios,49.72,1.0,0.0,False,True,pix,são paulo,Entrega atrasada
1241,419.0,2025-01-20 00:00:00,Informática,654.01,1.0,0.0,False,True,,BH,cliente reclamou
4190,339.0,2024-03-04 00:00:00,Escritório,131.66,1.0,0.0,False,True,,SaoPaulo,ok
5833,815.0,2023-04-26 00:00:00,Eletrônicos,726.17,1.0,0.0,False,True,,RIO,telefone inválido
3804,954.0,2023-10-24 00:00:00,Eletrônicos,270.99,1.0,0.15,False,True,pix,Inetrior,cliente reclamou
2408,537.0,2025-07-03 00:00:00,Acessórios,19.69,1.0,0.0,False,True,pix,niteroi,cliente reclamou
2032,1052.0,2023-01-21 00:00:00,Informática,827.77,1.0,0.0,False,True,,curitiba,telefone inválido
1363,1088.0,2022-12-01 00:00:00,Escritório,0.0,1.0,0.0,False,True,cartao,SP,
6622,1035.0,2025-08-05 00:00:00,Eletrônicos,713.63,1.0,0.0,False,True,dinheiro,Niteroi  ,ok
5508,728.0,2023-01-07 00:00:00,Móveis,1716.74,1.0,0.0,False,True,Cartão ,SAO PAULO CENTRO,
2937,237.0,2024-01-19 00:00:00,Escritório,430.79,3.0,0.0,False,True,pix,BELO HORIZONTE,Entrega atrasada
5952,317.0,2023-03-08 00:00:00,Acessórios,68.21,1.0,0.0,False,True,boleto,SÃOPAULO,
143,397.0,2025-04-21 00:00:00,,472.15,6.0,0.0,False,True,,Brasília,
255,177.0,2025-02-14 00:00:00,Acessórios,64.88,1.0,0.0,False,True,pix,São Paulo,
519,851.0,2022-01-05 00:00:00,Eletrônicos,2438.09,3.0,0.0,False,True,Cartão ,BH ,
5985,364.0,2022-06-11 00:00:00,,109.75,1.0,0.0,False,True,Cartão ,SJC,cliente reclamou
6787,1311.0,2022-10-13 00:00:00,Eletrônicos,1786.49,2.0,0.0,False,True,dinheiro,BH,Entrega atrasada
3277,368.0,2025-07-02 00:00:00,Eletrônicos,704.92,1.0,0.0,False,True,, RECIFE  ,ok
2517,1030.0,2023-07-22 00:00:00,Escritório,210.1,1.0,0.0,False,True,boleto,São Paulo,cliente reclamou
6070,1112.0,2024-01-21 00:00:00,Eletrônicos,667.7,1.0,0.0,False,True,cartao,sp,cliente reclamou
1042,146.0,2025-05-25 00:00:00,Escritório,409.26,2.0,0.0,False,True,pix, Porto Alegre  ,
2383,1087.0,2024-05-18 00:00:00,Alimentos,25.4,2.0,0.0,False,True,,SÃO PAULO,cliente reclamou
5868,145.0,2024-01-03 00:00:00,Informática,1257.64,1.0,0.0,False,True,,sp,telefone inválido
432,550.0,2023-04-03 00:00:00,,1744.72,3.0,0.0,False,True,dinheiro, s p  ,Entrega atrasada
6700,407.0,2022-01-06 00:00:00,Eletrônicos,0.0,2.0,0.0,False,True,Cartão ,Zona Sul,cliente reclamou
6036,,2025-01-31 00:00:00,Eletrônicos,0.0,1.0,0.0,False,True,pix,  ,
1554,683.0,2024-10-19 00:00:00,Acessórios,38.21,1.0,0.0,False,True,,SAO PAULO CENTRO,
2183,627.0,2024-03-02 00:00:00,Escritório,259.16,2.0,0.0,False,True,boleto,INTERIOR,telefone inválido
4402,1052.0,2023-05-23 00:00:00,Informática,1423.14,1.0,0.0,False,True,dinheiro,Interior,telefone inválido
2547,647.0,2023-09-18 00:00:00,Informática,1020.47,1.0,0.0,False,True,Cartão , Zona Sul ,
6652,630.0,2025-01-31 00:00:00,Brinquedos,262.72,6.0,0.0,False,True,Cartão ,bh,
1260,300.0,2023-08-19 00:00:00,Acessórios,38.45,1.0,0.0,False,True,cartao,Rio de Janeiro,ok
3023,411.0,2025-10-24 00:00:00,Móveis,2845.99,3.0,0.0,False,True,pix,MANAUS,telefone inválido
224,215.0,2023-03-11 00:00:00,Eletrônicos,1034.65,1.0,0.0,False,True,,  fortaleza,
251,904.0,2024-04-04 00:00:00,Brinquedos,337.06,4.0,0.0,False,True,Cartão ,Recife,ok
4772,695.0,2023-04-29 00:00:00,Eletrônicos,755.81,1.0,0.0,False,True,,sp,telefone inválido
5144,934.0,2023-03-02 00:00:00,Eletrônicos,1466.21,2.0,0.0,False,True,Cartão ,Salvador,
551,43.0,2024-12-18 00:00:00,Acessórios,52.9,1.0,0.0,False,True,dinheiro,  Interior,
6666,,2024-01-15 00:00:00,Acessórios,327.01,5.0,0.0,False,True,cartao,Rio,
2253,843.0,2022-01-23 00:00:00,Acessórios,98.23,2.0,0.0,False,True,Cartão ,Zona Sul,telefone inválido
745,433.0,2022-06-13 00:00:00,Informática,930.67,1.0,0.0,False,True,dinheiro,,
1565,693.0,2024-08-27 00:00:00,Eletrônicos,1618.46,3.0,0.0,False,True,,SÃOPAULO,
2202,1067.0,2022-04-21 00:00:00,Eletrônicos,804.03,1.0,0.0,False,True,Cartão ,SÃO PAULO,telefone inválido
38,470.0,2025-08-01 00:00:00,Eletrônicos,722.3,1.0,0.0,False,True,,GOIANIA,
503,117.0,2025-10-17 00:00:00,Acessórios,69.45,1.0,0.0,False,True,dinheiro,,Entrega atrasada
2340,774.0,2025-05-02 00:00:00,Escritório,173.85,1.0,0.1,False,True,Cartão ,Sao Paulo,ok
901,709.0,2023-08-01 00:00:00,Eletrônicos,969.73,1.0,0.0,False,True,pix,,Entrega atrasada
4924,831.0,2025-03-01 00:00:00,Móveis,1413.54,1.0,0.0,False,True,,SP,
3848,1018.0,2024-10-24 00:00:00,Brinquedos,258.63,4.0,0.0,False,True,pix,SÃO APULO,
17,330.0,2022-03-27 00:00:00,Escritório,743.22,6.0,0.15,False,True,cartao,  SAO PAULO CENTRO  ,telefone inválido
4999,793.0,2023-12-03 00:00:00,Escritório,510.4,2.0,0.0,False,True,boleto,  rio de janeiro ,ok
6084,8.0,2022-06-29 00:00:00,Informática,1054.67,1.0,0.0,False,True,,BRASILIA,ok
5717,336.0,2025-01-17 00:00:00,Acessórios,109.12,2.0,0.0,False,True,Cartão ,RJ,
734,792.0,2025-03-24 00:00:00,Eletrônicos,816.28,1.0,0.0,False,True,dinheiro,,Entrega atrasada
4093,83.0,2024-05-18 00:00:00,Acessórios,58.79,2.0,0.0,False,True,Cartão ,NITERÓI ,Entrega atrasada
6777,917.0,2023-10-31 00:00:00,Informática,1348.55,1.0,0.0,False,True,Cartão ,zona sul,
4595,1131.0,2025-01-08 00:00:00,Acessórios,56.73,1.0,0.1,False,True,cartao,SoãPaulo,
2908,126.0,2025-10-02 00:00:00,Eletrônicos,637.51,1.0,0.0,False,False,Cartão ,Goainia,
2065,790.0,2024-05-11 00:00:00,Escritório,689.95,2.0,0.0,False,True,Cartão , RJ ,
5186,1053.0,2023-05-15 00:00:00,Escritório,134.42,1.0,0.0,False,True,,MANAUS,telefone inválido
81,554.0,2024-08-15 00:00:00,Informática,934.44,1.0,0.0,False,True,cartao, recife  ,ok
2196,1097.0,2024-08-11 00:00:00,Informática,837.36,1.0,0.1,False,True,cartao,PORTO ALEGRE,Entrega atrasada
3001,1274.0,2025-02-02 00:00:00,Escritório,337.65,2.0,0.0,False,True,cartao,campinas,
18,508.0,2025-07-06 00:00:00,Escritório,104.72,1.0,0.0,False,True,,porto alegre,ok
4482,93.0,2023-10-22 00:00:00,Eletrônicos,1381.01,2.0,0.15,False,True,boleto,sao paulo centro,Entrega atrasada
1849,746.0,2022-03-29 00:00:00,,1097.14,2.0,0.0,False,True,boleto,Interior,
4193,904.0,2023-03-01 00:00:00,Eletrônicos,2207.15,3.0,0.0,False,True,Cartão ,SJC,Entrega atrasada
6880,121.0,2024-01-16 00:00:00,Informática,903.81,,0.0,False,True,pix,Curitiba,ok
4897,60.0,2024-04-10 00:00:00,Acessórios,141.18,4.0,0.0,False,True,Cartão ,belo horizonte,Entrega atrasada
3350,287.0,2022-06-19 00:00:00,Móveis,3462.82,4.0,0.3,False,True,Cartão ,  Niterói ,
4429,101.0,2023-05-16 00:00:00,Escritório,192.12,1.0,0.0,False,True,Cartão ,SJC,cliente reclamou
6983,,2023-05-10 00:00:00,Escritório,164.03,1.0,0.0,False,True,,Sao Jose dos Campos,telefone inválido
6355,413.0,2022-10-24 00:00:00,Acessórios,241.87,5.0,0.0,False,True,,CAMPINAS,Entrega atrasada
3286,645.0,2024-01-22 00:00:00,Escritório,217.86,1.0,0.0,False,True,pix,ZONA SUL,ok
1361,925.0,2023-10-09 00:00:00,Acessórios,43.43,1.0,0.0,False,True,boleto,sãopaulo,
1047,307.0,2024-02-01 00:00:00,Móveis,943.22,1.0,0.15,False,True,Cartão ,SP,
5223,1153.0,2025-02-19 00:00:00,Alimentos,78.12,4.0,0.0,False,True,pix,Campinas,ok
3059,180.0,2025-07-06 00:00:00,Informática,631.01,1.0,0.1,False,True,cartao, PORTO ALEGRE ,telefone inválido
615,400.0,2023-01-03 00:00:00,Alimentos,52.51,2.0,0.0,False,True,Cartão ,brasília,Entrega atrasada
250,211.0,2023-04-02 00:00:00,Alimentos,62.6,3.0,0.0,False,True,cartao,Manaus,
2174,554.0,2023-08-20 00:00:00,Escritório,143.5,1.0,0.0,False,True,dinheiro,SP,Entrega atrasada
5661,1420.0,2022-04-30 00:00:00,Eletrônicos,688.01,1.0,0.0,False,True,,SJC,telefone inválido
1777,596.0,2025-02-15 00:00:00,Eletrônicos,632.29,1.0,0.3,False,True,cartao,Ntieroi,
5798,141.0,2023-12-27 00:00:00,Informática,1615.67,1.0,0.05,False,True,dinheiro,Mnaaus,
3538,161.0,2022-02-05 00:00:00,Informática,-1000.52,1.0,0.0,False,True,dinheiro,NITERÓI,
3929,1244.0,2023-04-25 00:00:00,Acessórios,40.07,1.0,0.0,False,True,pix, são paulo,telefone inválido
1627,277.0,2025-05-09 00:00:00,Informática,2152.31,2.0,0.0,False,True,dinheiro,,
6736,297.0,2025-04-13 00:00:00,Escritório,176.09,1.0,0.15,False,True,dinheiro,são paulo,telefone inválido
1975,449.0,2023-08-02 00:00:00,Eletrônicos,973.51,1.0,0.0,False,True,Cartão ,sp,ok
4329,970.0,2025-06-21 00:00:00,Brinquedos,69.54,1.0,0.0,False,True,cartao, Campinas  ,telefone inválido
3143,1317.0,2022-05-29 00:00:00,Informatica,1256.48,1.0,0.0,False,True,boleto,RJ,
6665,62.0,2023-06-10 00:00:00,Escritório,402.43,2.0,0.0,False,True,cartao, SAO PAULO  ,cliente reclamou
6689,1037.0,2022-12-31 00:00:00,Escritório,433.61,2.0,0.0,False,True,Cartão ,Vila Velha,
6750,435.0,2023-06-23 00:00:00,Acessórios,-49.57,1.0,0.0,False,True,Cartão ,RIO,
394,435.0,2023-06-22 00:00:00,Eletrônicos,1526.63,2.0,0.0,False,True,,BELO HORIZONTE,telefone inválido
5378,677.0,2024-01-08 00:00:00,Informática,1299.11,2.0,0.0,False,True,cartao,NITERIÓ,
3274,768.0,2024-05-21 00:00:00,Acessórios,41.88,1.0,0.0,False,True,boleto,Interiro,telefone inválido
749,976.0,2024-06-14 00:00:00,Eletrônicos,824.93,1.0,0.0,False,True,Cartão ,belo horizonte,cliente reclamou
3284,868.0,2024-12-17 00:00:00,Alimentos,54.24,2.0,0.0,False,True,boleto,SAO PAULO CENTRO,telefone inválido
4548,110.0,2024-04-19 00:00:00,Informática,468.77,1.0,0.0,False,True,,HB  ,ok
5445,1015.0,2025-06-29 00:00:00,Acessórios,49.01,1.0,0.0,False,True,pix,  BELO HORIZONTE,telefone inválido
6127,7.0,2025-06-13 00:00:00,acessórios,62.31,1.0,0.0,False,True,Cartão ,Niteroi,
5951,993.0,2022-10-31 00:00:00,Escritório,210.15,1.0,0.0,False,True,boleto,Manaus,
1282,163.0,2022-09-25 00:00:00,Brinquedos,111.85,2.0,0.0,False,True,boleto,curitiba  ,ok
410,1404.0,2025-07-29 00:00:00,Informática,858.26,1.0,0.0,False,True,,sãopaulo,ok
4458,1183.0,2022-03-13 00:00:00,Acessórios,65.89,2.0,0.0,False,True,,SP,telefone inválido
3367,327.0,2022-11-04 00:00:00,Escritório,201.66,1.0,0.0,False,True,boleto,curitiba,
6060,316.0,2024-04-22 00:00:00,Alimentos,43.44,2.0,0.0,False,True,boleto,RIO DE JANEIRO,
4950,1224.0,2023-08-24 00:00:00,Móveis,2243.47,2.0,0.0,False,True,,aSlvador,Entrega atrasada
2543,1261.0,2024-03-25 00:00:00,Acessórios,40.04,1.0,0.0,False,True,dinheiro,são paulo,
5211,1360.0,2022-06-21 00:00:00,Informática,-1960.08,2.0,0.0,False,True,Cartão ,GOIANIA,telefone inválido
5807,868.0,2024-10-31 00:00:00,Brinquedos,240.18,7.0,0.0,False,True,boleto,rio de janeiro,Entrega atrasada
5322,239.0,2029-12-25 00:00:00,Eletrônicos,788.76,1.0,0.0,False,True,Cartão ,CTBA,ok
6642,106.0,2022-02-08 00:00:00,Acessórios,39.68,1.0,0.0,False,True,dinheiro,Interior,
242,6.0,2024-05-22 00:00:00,Eletrônicos,290.36,1.0,0.0,False,True,,Niteroi,ok
857,987.0,2024-01-19 00:00:00,Eletrônicos,426.02,1.0,0.0,False,True,cartao,FORTALEZA,ok
6428,118.0,2022-03-07 00:00:00,Eletrônicos,763.02,1.0,0.0,False,True,cartao,    ,Entrega atrasada
1238,1484.0,2023-07-18 00:00:00,Informática,464.99,1.0,0.0,False,True,,,ok
3922,309.0,2023-03-04 00:00:00,Informática,741.9,1.0,0.0,False,True,dinheiro,Rio,
2439,1159.0,2022-09-14 00:00:00,Acessórios,93.33,2.0,0.1,False,True,boleto,Rio de Janeiro,ok
5208,1360.0,2025-06-30 00:00:00,Escritório,184.33,1.0,0.0,False,False,Cartão ,Vila Velha,cliente reclamou
5780,1056.0,2024-01-05 00:00:00,Alimentos,79.6,3.0,0.0,False,True,cartao,sao paulo centro,telefone inválido
6003,1356.0,2025-08-09 00:00:00,Eletrônicos,2906.22,4.0,0.0,False,True,dinheiro,sp,ok
6748,939.0,2023-12-11 00:00:00,Eletrônicos,660.78,1.0,0.0,False,True,Cartão ,RECIFE,
6984,1352.0,2025-03-04 00:00:00,Informática,2263.4,2.0,0.05,False,True,boleto,BELO HORIZONTE,ok
2735,1043.0,2025-03-26 00:00:00,Eletrônicos,520.37,1.0,0.0,False,True,cartao, interior,ok
6841,1187.0,2022-01-30 00:00:00,Eletrônicos,745.0,1.0,0.0,False,True,cartao,interior,
1780,920.0,2029-12-25 00:00:00,Acessórios,71.93,1.0,0.0,False,True,pix,São Paulo,ok
3503,144.0,2022-09-22 00:00:00,Móveis,1904.53,2.0,0.0,False,True,Cartão ,Rio,ok
3192,24.0,2022-04-25 00:00:00,Informática,3516.17,3.0,0.0,False,True,, Mnaaus ,
3936,696.0,2022-06-26 00:00:00,Informática,696.82,1.0,0.0,False,True,pix,bh,ok
3370,456.0,2022-07-15 00:00:00,Acessórios,56.67,1.0,0.0,False,True,dinheiro,niterói,
1190,1180.0,2023-05-17 00:00:00,Acessórios,49.12,1.0,0.05,False,True,Cartão ,fortaleza,
4803,742.0,2023-01-07 00:00:00,Brinquedos,34.56,2.0,0.15,False,False,boleto,Zona Sul,Entrega atrasada
6953,1031.0,2022-06-09 00:00:00,Acessórios,107.64,3.0,0.0,False,True,pix,CTB A,telefone inválido
4088,57.0,2023-06-10 00:00:00,Eletrônicos,36807.74,1.0,0.0,False,True,Cartão ,Goiania,
2474,632.0,2029-12-25 00:00:00,Eletrônicos,1037.58,1.0,0.0,False,True,dinheiro,brasília,
5508,728.0,2023-01-07 00:00:00,Móveis,1716.74,1.0,0.0,False,True,Cartão ,SAO PAULO CENTRO,
4085,301.0,2024-09-23 00:00:00,Acessórios,35.8,1.0,0.3,False,True,dinheiro,  CTBA,cliente reclamou
6544,124.0,2022-06-08 00:00:00,Acessórios,35.29,1.0,0.0,False,True,pix,SÃO PAUOL,cliente reclamou
578,759.0,2022-12-20 00:00:00,Escritório,368.17,,0.0,False,True,cartao,niterói,
3245,863.0,2023-07-15 00:00:00,Eletrônicos,726.16,1.0,0.15,False,True,pix,campinas,Entrega atrasada
4078,751.0,2025-05-17 00:00:00,Eletrônicos,612.63,1.0,0.0,False,True,cartao,SJC,Entrega atrasada
5945,119.0,2023-11-25 00:00:00,Eletrônicos,705.65,1.0,0.0,False,True,Cartão ,rio de janeiro  ,Entrega atrasada
6597,846.0,2023-10-06 00:00:00,Móveis,1057.36,1.0,0.0,False,True,,poa,
2381,1106.0,2024-11-19 00:00:00,Brinquedos,264.41,4.0,0.0,False,True,cartao,Belo Horizonte,
5568,507.0,2022-11-19 00:00:00,Brinquedos,291.31,5.0,0.0,False,True,dinheiro,RIO DE JANEIRO,cliente reclamou
816,754.0,2023-02-11 00:00:00,Alimentos,23.49,2.0,0.05,False,True,pix,SJC,
2002,142.0,2023-11-16 00:00:00,Móveis,0.0,3.0,0.0,False,True,boleto,BH  ,
2495,825.0,2022-06-19 00:00:00,Móveis,1931.7,2.0,0.3,False,True,,CTBA,ok
5070,168.0,2024-08-16 00:00:00,Eletrônicos,1646.7,3.0,0.0,False,True,cartao,Manaus,
6144,638.0,2025-02-05 00:00:00,Escritório,224.63,1.0,0.05,False,True,boleto,Rio de Janeiro,
5875,495.0,2023-04-19 00:00:00,Eletrônicos,1886.6,3.0,0.0,False,True,Cartão ,bh,cliente reclamou
662,1002.0,2023-08-09 00:00:00,Informática,772.1,1.0,0.0,False,True,pix,GOIANIA,telefone inválido
3600,1409.0,2022-09-07 00:00:00,Eletrônicos,954.41,2.0,0.3,False,True,dinheiro,sp,Entrega atrasada
6139,155.0,2023-02-08 00:00:00,Brinquedos,117.14,2.0,0.0,False,True,,Reicfe,
3204,1262.0,2023-07-24 00:00:00,Brinquedos,181.1,3.0,0.0,False,True,Cartão ,BELO HORIZONTE,Entrega atrasada
1141,1397.0,2023-09-22 00:00:00,Eletrônicos,498.84,1.0,0.0,False,True,,vila velha,cliente reclamou
513,947.0,2022-06-28 00:00:00,Móveis,681.1,1.0,0.3,False,True,pix,São Paulo,
368,136.0,2024-02-16 00:00:00,Móveis,3329.43,3.0,0.0,False,True,cartao,bh,cliente reclamou
695,1306.0,2022-06-27 00:00:00,Móveis,0.0,2.0,0.0,False,True,boleto, BELO HORIZONTE ,telefone inválido
1871,444.0,2025-04-16 00:00:00,Escritório,144.35,1.0,0.0,False,True,boleto,SJC,ok
2766,825.0,2022-08-07 00:00:00,Escritório,203.97,1.0,0.0,False,True,boleto, RIO,
2098,710.0,2025-05-01 00:00:00,Escritório,237.94,1.0,0.0,False,True,Cartão ,bh,
4157,1061.0,2025-08-21 00:00:00,Eletrônicos,2252.57,3.0,0.0,False,True,cartao,BH,
3803,789.0,2029-12-25 00:00:00,Escritório,250.61,1.0,0.1,False,True,, Fortaleza,
1525,68.0,2022-06-30 00:00:00,Acessórios,48.32,1.0,0.0,False,True,Cartão ,SÃO PAULO ,Entrega atrasada
2222,316.0,2035-01-01 00:00:00,Informática,1594.33,1.0,0.0,False,True,boleto,Rio,
6305,1016.0,2024-04-25 00:00:00,Eletrônicos,763.59,1.0,0.0,False,True,pix,Niteroi,ok
6175,76.0,2023-10-24 00:00:00,Informática,839.73,1.0,0.0,False,True,cartao,rio dej aneiro,
6244,645.0,2023-09-27 00:00:00,Brinquedos,92.83,1.0,0.1,False,True,,BH,Entrega atrasada
6792,533.0,2024-07-21 00:00:00,Móveis,2308.76,2.0,0.0,False,True,cartao,ZONA SUL,cliente reclamou
2303,212.0,2025-09-13 00:00:00,Eletrônicos,888.93,,0.0,False,True,,    ,cliente reclamou
3561,279.0,2022-04-27 00:00:00,Escritório,248.49,1.0,0.0,False,True,Cartão ,Niterói ,telefone inválido
5099,1181.0,2025-07-13 00:00:00,Eletrônicos,684.58,1.0,0.0,False,False,dinheiro,  RIO DE JANEIRO,telefone inválido
5822,18.0,2023-12-05 00:00:00,Eletrônicos,1717.9,2.0,0.1,True,True,Cartão ,Recife,cliente reclamou
564,678.0,2023-04-07 00:00:00,Alimentos,46.18,2.0,0.0,False,False,,Rio de Janeiro,
1794,1122.0,2025-01-03 00:00:00,Escritório,222.21,1.0,0.0,False,True,cartao,,
4425,27.0,2024-05-05 00:00:00,Móveis,856.62,1.0,0.0,False,True,Cartão ,Rio de Janeiro,
6969,76.0,2023-08-30 00:00:00,Informática,859.62,1.0,0.0,False,True,,SP,
3690,938.0,2025-03-20 00:00:00,Eletrônicos,529.85,1.0,0.0,False,True,dinheiro,GOIANIA,telefone inválido
792,874.0,2022-06-09 00:00:00,Alimentos,75.87,3.0,0.0,False,True,,  Sao Paulo Centro  ,Entrega atrasada
2023,91.0,2025-06-27 00:00:00,Acessórios,51.35,1.0,0.0,False,True,,RJ,
6072,226.0,2022-12-21 00:00:00,,860.09,1.0,0.0,False,True,boleto,  Fortaleza,telefone inválido
6014,1027.0,2024-12-05 00:00:00,Alimentos,28.22,1.0,0.0,False,True,dinheiro,Niterói,
3962,639.0,2023-11-12 00:00:00,,964.09,1.0,0.0,False,True,boleto,Brasília,ok
6734,960.0,2029-12-25 00:00:00,Escritório,178.27,1.0,0.0,True,True,cartao,Recfie,telefone inválido
4522,1220.0,2025-02-13 00:00:00,,867.56,1.0,0.0,False,True,pix,rj ,
1599,,2022-10-27 00:00:00,Eletrônicos,543.49,1.0,0.0,False,True,cartao,ctba,telefone inválido
4688,284.0,2022-10-31 00:00:00,Escritório,252.83,1.0,0.0,False,True,cartao,BRASILIA,
1468,705.0,2024-09-06 00:00:00,Eletrônicos,1355.01,2.0,0.0,False,True,dinheiro,  ctba  ,Entrega atrasada
966,1181.0,2023-01-16 00:00:00,Móveis,1326.38,1.0,0.0,False,True,cartao,PORTO ALEGRE,cliente reclamou
4781,977.0,2024-04-13 00:00:00,Brinquedos,256.42,3.0,0.0,False,True,,Fortaleza,
4508,19.0,2023-02-10 00:00:00,eletrônicos,572.72,1.0,0.0,False,True,,goiania,telefone inválido
5200,167.0,2025-07-31 00:00:00,Eletrônicos,919.36,1.0,0.0,False,True,cartao,SJC,
1160,402.0,2022-11-03 00:00:00,Eletrônicos,1584.7,2.0,0.15,False,True,,SAO PAULO,telefone inválido
95,165.0,2023-05-20 00:00:00,Móveis,2241.89,2.0,0.0,False,True,pix,Interior,Entrega atrasada
5957,1400.0,2022-07-15 00:00:00,Brinquedos,90.53,1.0,0.15,False,True,pix,Niteroi,
3855,466.0,2022-07-29 00:00:00,Móveis,1367.54,2.0,0.3,False,True,dinheiro,Vial Velha,
6035,,2022-12-24 00:00:00,Escritório,365.69,2.0,0.0,False,True,Cartão ,RECIFE,
429,1121.0,2022-06-25 00:00:00,Eletrônicos,824.98,2.0,0.15,False,False,,PORTO ALEGRE,cliente reclamou
5569,383.0,2024-06-18 00:00:00,Alimentos,21.03,1.0,0.0,False,True,Cartão ,sp,Entrega atrasada
3182,227.0,2023-06-19 00:00:00,Escritório,540.32,3.0,0.0,False,True,cartao,rio de janeior,Entrega atrasada
544,651.0,2023-12-14 00:00:00,Eletrônicos,1165.38,1.0,0.1,False,True,cartao,recife,cliente reclamou
3701,208.0,2023-11-13 00:00:00,Eletrônicos,2079.02,2.0,0.0,False,True,pix,vial velha,
1261,1100.0,2023-02-24 00:00:00,Informática,2756.53,3.0,0.0,False,True,,Sao Jose dos Campos,
1129,307.0,2024-07-06 00:00:00,Escritório,215.01,1.0,0.0,False,True,dinheiro,Rio de Janeiro,
5891,404.0,2023-05-28 00:00:00,Acessórios,110.42,2.0,0.3,False,True,dinheiro,Recife,Entrega atrasada
4119,1177.0,2025-05-15 00:00:00,Móveis,1240.04,1.0,0.0,False,True,boleto,Rio de Janeiro,
6754,385.0,2022-06-29 00:00:00,Eletrônicos,0.0,2.0,0.0,False,True,cartao,rio de janeiro,
4109,1161.0,2022-10-25 00:00:00,Escritório,188.08,1.0,0.0,False,True,pix,RJ,
5418,890.0,2022-09-17 00:00:00,Escritório,206.57,0.0,1.0,False,True,cartao,RIO DE JANEIRO,Entrega atrasada
3547,497.0,2022-08-04 00:00:00,Acessórios,46.83,1.0,0.0,False,True,Cartão ,SãoPaulo,Entrega atrasada
1113,468.0,2023-11-02 00:00:00,Acessórios,87.15,2.0,0.15,False,True,boleto,Sao Jose dos Campos,
2412,690.0,2024-04-14 00:00:00,Alimentos,151.93,6.0,0.0,False,True,boleto,SJC,
4206,84.0,2025-07-23 00:00:00,Eletrônicos,678.16,1.0,0.0,False,True,Cartão ,Zona Sul,telefone inválido
4606,1106.0,2023-01-14 00:00:00,Móveis,1374.39,1.0,0.1,False,True,Cartão ,interior,telefone inválido
547,729.0,2023-06-27 00:00:00,Informática,1070.44,1.0,0.0,False,True,Cartão ,Sa oJose dos Campos,
6643,826.0,2022-02-16 00:00:00,Brinquedos,120.12,2.0,0.0,False,True,,SãoPaulo,cliente reclamou
281,661.0,2025-07-22 00:00:00,Alimentos,37.82,2.0,0.0,False,True,Cartão , Zona Sul  ,
119,1498.0,2023-05-08 00:00:00,Informática,1188.91,1.0,0.0,False,True,dinheiro,sao apulo centro,ok
2782,566.0,2025-09-08 00:00:00,Alimentos,38.15,2.0,0.0,False,True,,POA,
6802,196.0,2023-05-24 00:00:00,Eletrônicos,791.8,1.0,0.1,False,True,,Salvador,
2205,609.0,2023-07-03 00:00:00,Acessórios,32.24,1.0,0.0,False,True,,goiania,
590,1105.0,2022-02-05 00:00:00,Escritório,468.47,3.0,0.0,False,True,cartao,,telefone inválido
768,642.0,2022-02-03 00:00:00,Alimentos,0.0,3.0,0.0,False,True,dinheiro,CTBA,ok
